campaign_id,campaign_type,offer_type,audience_segment,device_main,send_day,send_hour,subject_length,has_personalization,subject_sentiment,is_urgent,has_image,nb_links,cta_count,audience_size,marketing_pressure,previous_segment_open_rate,previous_segment_ctr,open_rate,click_rate,conversion_rate
1444,onboarding,limited_offer,inactive_customer,mobile,friday,8,33,0,urgent,1,0,4,3,36854,5,0.137,0.0304,0.1691,0.0825,0.0612
1445,cart_abandonment,bundle,inactive_customer,desktop,tuesday,19,34,0,neutral,0,1,1,3,18830,5,0.1856,0.0626,0.1228,0.0683,0.047
1446,promo,bundle,inactive_customer,mobile,sunday,10,47,1,positive,0,1,3,1,50634,0,0.1826,0.0205,0.157,0.0856,0.0495
1447,onboarding,bundle,new_customer,desktop,sunday,10,51,1,positive,0,1,1,3,65353,2,0.2407,0.0604,0.2126,0.1316,0.0712
1448,cart_abandonment,bundle,inactive_customer,mobile,sunday,10,42,1,urgent,1,1,3,1,78838,0,0.1579,0.0337,0.1799,0.1198,0.0851
1449,promo,no_offer,inactive_customer,mobile,monday,19,55,1,positive,0,1,5,1,85576,2,0.0925,0.0426,0.0971,0.0426,0.0181
1450,cart_abandonment,limited_offer,loyal_customer,mobile,wednesday,10,28,0,urgent,1,0,3,1,83895,0,0.3456,0.0674,0.3934,0.2217,0.1528
1451,reactivation,limited_offer,prospect,mobile,tuesday,10,36,1,neutral,0,0,1,3,34993,3,0.1728,0.0333,0.167,0.0592,0.0265
1452,cart_abandonment,bundle,loyal_customer,desktop,wednesday,20,22,0,positive,0,1,3,1,35261,4,0.3452,0.0941,0.2829,0.2097,0.1256
1453,promo,limited_offer,prospect,desktop,monday,7,21,0,neutral,0,1,5,2,88843,5,0.1918,0.0393,0.1291,0.0669,0.0272
1454,promo,no_offer,loyal_customer,mobile,thursday,15,74,1,neutral,0,1,3,1,48266,2,0.3632,0.1056,0.2642,0.153,0.0636
1455,cart_abandonment,bundle,prospect,mobile,friday,9,62,1,positive,0,1,2,2,68967,4,0.2164,0.037,0.2051,0.1105,0.0884
1456,cart_abandonment,bundle,prospect,mobile,thursday,20,72,1,urgent,1,1,5,2,75332,0,0.1858,0.0249,0.2588,0.1152,0.0921
1457,onboarding,no_offer,loyal_customer,mobile,tuesday,16,27,1,positive,0,1,5,3,95063,5,0.313,0.1045,0.3029,0.1238,0.0479
1458,onboarding,limited_offer,new_customer,mobile,thursday,16,42,0,positive,0,1,4,2,70969,1,0.2536,0.005,0.2558,0.1114,0.0723
1459,promo,limited_offer,inactive_customer,desktop,monday,10,34,1,urgent,1,1,4,1,65940,0,0.1411,0.0302,0.2405,0.1373,0.0596
1460,onboarding,discount,new_customer,mobile,wednesday,12,60,0,neutral,0,1,3,1,80428,1,0.2476,0.0484,0.234,0.1368,0.0794
1461,reactivation,limited_offer,new_customer,mobile,wednesday,18,30,0,positive,0,1,5,2,19405,3,0.244,0.0509,0.1771,0.0818,0.0282
1462,cart_abandonment,no_offer,new_customer,desktop,tuesday,12,24,1,urgent,1,1,3,3,36284,0,0.2417,0.0369,0.2741,0.1271,0.0919
1463,onboarding,discount,inactive_customer,desktop,tuesday,10,21,0,neutral,0,1,3,2,17705,3,0.1699,0.0188,0.1467,0.0622,0.0362
1464,onboarding,discount,new_customer,mobile,monday,12,73,1,neutral,0,0,4,1,49180,6,0.1763,0.0464,0.166,0.074,0.0408
1465,onboarding,no_offer,inactive_customer,mobile,wednesday,18,71,1,positive,0,1,4,2,28488,3,0.1316,0.0341,0.0955,0.0672,0.0245
1466,onboarding,bundle,loyal_customer,desktop,friday,11,22,0,urgent,1,1,5,1,73968,6,0.3406,0.0711,0.2951,0.1498,0.0697
1467,onboarding,no_offer,prospect,mobile,saturday,19,36,0,positive,0,1,4,3,29037,3,0.1845,0.056,0.1597,0.095,0.0296
1468,promo,bundle,prospect,mobile,thursday,10,38,1,positive,0,1,1,3,78988,4,0.2247,0.0657,0.2355,0.1146,0.0502
1469,reactivation,discount,prospect,desktop,saturday,18,57,1,neutral,0,0,1,1,65143,5,0.1894,0.0412,0.0991,0.0324,0.0234
1470,newsletter,discount,inactive_customer,mobile,monday,17,65,1,urgent,1,0,2,2,71270,5,0.1648,0.0574,0.1108,0.0523,0.0224
1471,reactivation,discount,loyal_customer,desktop,friday,19,50,1,urgent,1,1,1,2,92908,2,0.3115,0.089,0.3118,0.1406,0.0635
1472,promo,bundle,loyal_customer,desktop,friday,7,20,0,neutral,0,1,2,3,77400,0,0.3568,0.083,0.3026,0.1799,0.0769
1473,promo,bundle,loyal_customer,desktop,wednesday,18,57,0,neutral,0,1,3,2,17719,6,0.2961,0.0893,0.2326,0.1155,0.0687
1474,newsletter,bundle,prospect,mobile,friday,12,19,1,urgent,1,0,3,1,75327,0,0.1423,0.0422,0.2147,0.1006,0.0495
1475,cart_abandonment,no_offer,new_customer,mobile,monday,14,63,0,positive,0,1,4,2,51734,6,0.2244,0.0325,0.176,0.0821,0.0631
1476,onboarding,limited_offer,prospect,mobile,friday,11,29,0,positive,0,1,1,2,83757,2,0.143,0.0127,0.2185,0.0958,0.0453
1477,onboarding,free_shipping,new_customer,mobile,monday,11,57,0,urgent,1,1,1,3,58541,3,0.2189,0.0615,0.2394,0.1122,0.0604
1478,newsletter,free_shipping,loyal_customer,mobile,sunday,8,50,1,neutral,0,1,5,2,87057,3,0.2898,0.088,0.261,0.152,0.0638
1479,newsletter,free_shipping,prospect,mobile,monday,14,28,0,urgent,1,1,5,2,49024,5,0.1696,0.023,0.1484,0.0776,0.0319
1480,cart_abandonment,limited_offer,new_customer,desktop,wednesday,14,73,0,positive,0,1,1,1,6474,2,0.241,0.0271,0.2208,0.1191,0.0953
1481,promo,free_shipping,loyal_customer,mobile,wednesday,7,27,1,positive,0,1,2,3,90037,2,0.3587,0.1022,0.3477,0.1816,0.0846
1482,onboarding,discount,new_customer,mobile,sunday,19,59,1,urgent,1,1,3,3,20693,0,0.2656,0.0635,0.2614,0.1588,0.0952
1483,reactivation,limited_offer,prospect,mobile,friday,15,66,0,positive,0,1,5,2,33194,6,0.104,0.0224,0.0704,0.0256,0.0183
1484,promo,free_shipping,new_customer,mobile,friday,9,22,1,positive,0,0,1,1,71904,1,0.2159,0.0318,0.2587,0.1009,0.059
1485,promo,no_offer,new_customer,mobile,tuesday,15,44,0,neutral,0,1,1,3,43346,6,0.1891,0.0638,0.1863,0.0822,0.0241
1486,cart_abandonment,bundle,new_customer,mobile,friday,19,57,0,urgent,1,1,4,1,85606,4,0.2451,0.056,0.2192,0.1402,0.1014
1487,newsletter,free_shipping,prospect,mobile,sunday,11,71,0,urgent,1,1,3,2,26692,4,0.218,0.0304,0.1399,0.0709,0.0219
1488,reactivation,limited_offer,loyal_customer,mobile,tuesday,11,28,1,neutral,0,1,5,2,68541,5,0.3123,0.101,0.3197,0.1229,0.0589
1489,reactivation,no_offer,prospect,mobile,sunday,8,74,1,positive,0,0,4,1,70741,1,0.2177,0.026,0.1368,0.0533,0.0147
1490,reactivation,free_shipping,loyal_customer,mobile,thursday,10,61,1,positive,0,1,5,2,88581,6,0.3214,0.0924,0.2617,0.1395,0.0553
1491,reactivation,free_shipping,prospect,desktop,sunday,11,28,0,urgent,1,0,2,2,37855,3,0.1771,0.0447,0.1743,0.086,0.0326
1492,newsletter,bundle,inactive_customer,mobile,saturday,11,19,0,urgent,1,1,2,1,13155,6,0.1925,0.0339,0.1251,0.0589,0.0322
1493,reactivation,discount,inactive_customer,mobile,saturday,9,50,0,neutral,0,1,5,1,17631,3,0.1798,0.005,0.0958,0.0224,0.0024
1494,newsletter,bundle,inactive_customer,desktop,tuesday,19,35,1,urgent,1,0,1,3,25729,0,0.1671,0.012,0.1822,0.061,0.0215
1495,reactivation,free_shipping,inactive_customer,mobile,sunday,8,19,0,urgent,1,1,3,2,24070,0,0.1645,0.0135,0.1139,0.0586,0.0137
1496,onboarding,free_shipping,loyal_customer,mobile,wednesday,19,37,1,positive,0,1,1,3,75861,0,0.3424,0.0679,0.3432,0.1675,0.0824
1497,newsletter,no_offer,inactive_customer,mobile,saturday,12,21,1,neutral,0,1,5,1,78271,3,0.2039,0.0428,0.1327,0.0461,0.001
1498,promo,bundle,prospect,mobile,monday,11,73,0,urgent,1,0,3,2,53236,3,0.1926,0.0579,0.1645,0.1115,0.0647
1499,newsletter,no_offer,prospect,desktop,friday,13,37,1,neutral,0,1,3,1,44374,3,0.2192,0.0619,0.2018,0.0783,0.0195
1500,promo,bundle,new_customer,desktop,sunday,17,55,1,urgent,1,1,3,3,89576,6,0.2653,0.0358,0.1866,0.1046,0.038
1501,onboarding,discount,inactive_customer,desktop,thursday,7,50,0,urgent,1,1,5,1,27998,4,0.2213,0.0171,0.1485,0.0576,0.0349
1502,cart_abandonment,no_offer,loyal_customer,desktop,sunday,9,37,0,urgent,1,0,2,2,46213,0,0.3733,0.071,0.33,0.1506,0.1123
1503,promo,discount,prospect,mobile,tuesday,18,38,0,positive,0,0,5,2,35422,3,0.18,0.0262,0.217,0.0862,0.0395
1504,promo,limited_offer,new_customer,desktop,saturday,19,49,0,urgent,1,1,2,3,17328,6,0.2307,0.0596,0.1448,0.1,0.0428
1505,cart_abandonment,limited_offer,new_customer,desktop,saturday,17,47,1,positive,0,1,1,3,49001,6,0.2644,0.0512,0.1668,0.0922,0.0737
1506,newsletter,limited_offer,prospect,desktop,monday,19,50,1,positive,0,0,5,2,26836,2,0.2514,0.0194,0.2009,0.0687,0.0295
1507,onboarding,bundle,loyal_customer,mobile,sunday,12,22,1,urgent,1,0,3,3,34314,2,0.3645,0.072,0.3112,0.1671,0.0985
1508,onboarding,discount,inactive_customer,mobile,thursday,19,39,0,neutral,0,0,5,1,64288,6,0.1491,0.0389,0.1152,0.0526,0.0248
1509,reactivation,limited_offer,loyal_customer,mobile,tuesday,13,44,1,urgent,1,1,2,2,68635,2,0.3024,0.0742,0.3218,0.1496,0.0732
1510,promo,limited_offer,inactive_customer,desktop,sunday,10,72,0,neutral,0,1,3,1,57625,3,0.1901,0.0121,0.1249,0.0737,0.0298
1511,reactivation,free_shipping,loyal_customer,desktop,monday,18,62,0,urgent,1,1,3,3,10515,1,0.3493,0.0747,0.2418,0.153,0.0569
1512,reactivation,bundle,inactive_customer,mobile,thursday,17,34,1,neutral,0,1,2,3,2473,5,0.1014,0.0375,0.1076,0.0253,0.0112
1513,onboarding,discount,inactive_customer,mobile,thursday,15,44,0,positive,0,0,5,1,96402,3,0.1393,0.0531,0.1452,0.0552,0.0441
1514,promo,bundle,prospect,mobile,friday,19,30,0,neutral,0,0,5,1,60379,0,0.2408,0.0303,0.1839,0.0715,0.0358
1515,newsletter,discount,inactive_customer,desktop,friday,15,24,1,positive,0,1,2,3,74131,0,0.1729,0.0221,0.1783,0.0642,0.0247
1516,cart_abandonment,discount,prospect,mobile,monday,10,74,0,urgent,1,1,2,1,90049,5,0.2003,0.0444,0.1742,0.1128,0.0765
1517,promo,limited_offer,prospect,desktop,tuesday,12,35,1,neutral,0,1,4,2,47546,0,0.2333,0.0181,0.218,0.1128,0.0478
1518,newsletter,free_shipping,inactive_customer,mobile,saturday,7,61,1,neutral,0,1,3,1,29842,3,0.1737,0.0133,0.1008,0.0466,0.0272
1519,promo,no_offer,prospect,desktop,friday,7,18,0,urgent,1,0,4,2,42119,5,0.2234,0.0499,0.1716,0.0731,0.025
1520,cart_abandonment,free_shipping,loyal_customer,mobile,tuesday,9,46,1,positive,0,0,1,1,63740,1,0.3331,0.0775,0.3779,0.2,0.1539
1521,promo,free_shipping,loyal_customer,desktop,sunday,13,33,0,urgent,1,1,4,2,7458,5,0.3198,0.0934,0.2764,0.1593,0.0784
1522,reactivation,no_offer,new_customer,mobile,friday,13,70,0,neutral,0,1,2,2,16941,3,0.2312,0.0645,0.1461,0.0649,0.0134
1523,promo,discount,new_customer,mobile,sunday,9,40,1,urgent,1,1,2,2,51139,3,0.254,0.0632,0.2487,0.1202,0.0648
1524,promo,limited_offer,new_customer,desktop,thursday,10,58,0,neutral,0,0,2,3,25204,5,0.2794,0.0644,0.2415,0.1243,0.0398
1525,cart_abandonment,bundle,prospect,mobile,saturday,10,34,1,neutral,0,1,5,3,10593,4,0.1821,0.0489,0.176,0.0963,0.0732
1526,reactivation,discount,inactive_customer,desktop,thursday,11,67,0,neutral,0,1,4,3,44420,3,0.117,0.0343,0.0908,0.0279,0.001
1527,reactivation,no_offer,loyal_customer,desktop,sunday,10,31,0,urgent,1,1,4,1,28572,0,0.3384,0.1064,0.2695,0.1688,0.0597
1528,reactivation,discount,prospect,mobile,sunday,20,50,1,positive,0,1,3,1,37843,2,0.1675,0.0509,0.1437,0.0798,0.031
1529,reactivation,bundle,new_customer,mobile,saturday,11,37,0,neutral,0,1,3,3,20703,5,0.2589,0.0407,0.1767,0.0471,0.0111
1530,onboarding,bundle,inactive_customer,mobile,monday,11,24,1,neutral,0,0,5,3,70529,6,0.1881,0.0373,0.1282,0.0374,0.0127
1531,promo,bundle,new_customer,mobile,sunday,7,50,1,neutral,0,1,1,3,98386,3,0.2586,0.0631,0.1942,0.0883,0.0521
1532,reactivation,limited_offer,inactive_customer,mobile,thursday,14,51,1,urgent,1,0,5,2,60867,5,0.1841,0.0137,0.1579,0.0477,0.0254
1533,reactivation,no_offer,loyal_customer,mobile,sunday,15,30,0,neutral,0,1,5,3,29833,0,0.3192,0.0936,0.253,0.1318,0.035
1534,promo,limited_offer,inactive_customer,mobile,friday,18,52,0,urgent,1,1,3,3,26931,0,0.1779,0.035,0.1544,0.0884,0.0459
1535,cart_abandonment,free_shipping,loyal_customer,mobile,wednesday,16,72,1,urgent,1,1,1,3,38487,4,0.3329,0.0847,0.3413,0.155,0.1216
1536,cart_abandonment,free_shipping,inactive_customer,desktop,friday,11,67,0,urgent,1,1,5,3,49745,5,0.1731,0.0327,0.1144,0.0478,0.0383
1537,newsletter,discount,loyal_customer,mobile,sunday,13,74,1,urgent,1,1,1,3,92109,5,0.3525,0.0884,0.2852,0.1332,0.0533
1538,promo,no_offer,inactive_customer,mobile,tuesday,19,31,1,urgent,1,1,2,2,77488,5,0.1913,0.005,0.1477,0.0429,0.0207
1539,newsletter,discount,inactive_customer,mobile,thursday,19,57,1,urgent,1,0,1,3,62439,5,0.1903,0.0388,0.1399,0.036,0.0126
1540,onboarding,bundle,inactive_customer,desktop,friday,19,32,0,positive,0,1,3,2,18977,3,0.1622,0.005,0.1512,0.0486,0.0358
1541,reactivation,free_shipping,prospect,mobile,monday,8,36,1,positive,0,1,4,3,87653,0,0.186,0.0398,0.1786,0.1,0.0405
1542,promo,no_offer,loyal_customer,desktop,saturday,7,47,1,neutral,0,1,5,3,63970,4,0.3596,0.0746,0.2631,0.0845,0.0297
1543,newsletter,no_offer,loyal_customer,mobile,saturday,14,68,1,positive,0,1,5,2,43605,6,0.3708,0.0806,0.2135,0.0922,0.0222
1544,onboarding,limited_offer,prospect,mobile,monday,20,47,0,positive,0,1,2,3,17318,2,0.2395,0.0508,0.1899,0.113,0.0649
1545,promo,discount,inactive_customer,mobile,monday,7,68,1,neutral,0,1,5,1,59491,4,0.1479,0.0106,0.129,0.0375,0.03
1546,cart_abandonment,no_offer,loyal_customer,mobile,sunday,19,63,1,positive,0,1,5,1,96666,4,0.3312,0.0853,0.2141,0.1484,0.0961
1547,promo,discount,loyal_customer,mobile,tuesday,20,53,1,neutral,0,1,5,1,42633,1,0.3438,0.0861,0.3008,0.1765,0.0936
1548,cart_abandonment,limited_offer,inactive_customer,desktop,tuesday,20,22,1,neutral,0,1,2,1,15833,2,0.1638,0.0123,0.1816,0.0946,0.0757
1549,newsletter,discount,loyal_customer,desktop,monday,13,64,0,neutral,0,1,5,1,7880,1,0.3631,0.08,0.2825,0.1613,0.0806
1550,newsletter,no_offer,new_customer,mobile,tuesday,17,50,1,positive,0,1,5,3,82229,4,0.2093,0.0331,0.2101,0.0729,0.0178
1551,onboarding,limited_offer,inactive_customer,desktop,saturday,8,56,0,neutral,0,1,3,3,43202,1,0.1991,0.0217,0.1347,0.0835,0.0407
1552,reactivation,bundle,prospect,desktop,monday,18,44,0,neutral,0,1,2,2,28384,1,0.168,0.0352,0.1347,0.0574,0.0344
1553,newsletter,limited_offer,loyal_customer,mobile,thursday,20,73,1,urgent,1,1,3,2,42941,2,0.3534,0.1026,0.3009,0.1724,0.0782
1554,cart_abandonment,free_shipping,prospect,desktop,tuesday,12,46,0,neutral,0,0,1,1,84391,3,0.189,0.0395,0.2131,0.1156,0.0893
1555,reactivation,bundle,loyal_customer,desktop,wednesday,16,66,1,neutral,0,1,4,1,43861,2,0.3125,0.1033,0.2201,0.1486,0.0611
1556,cart_abandonment,limited_offer,new_customer,mobile,wednesday,17,73,0,neutral,0,0,3,1,85688,1,0.2214,0.0503,0.2597,0.1601,0.1028
1557,reactivation,bundle,prospect,mobile,monday,13,50,0,positive,0,1,3,2,1036,2,0.1504,0.0272,0.1242,0.0625,0.0334
1558,reactivation,discount,loyal_customer,mobile,sunday,14,67,0,urgent,1,1,1,3,83151,5,0.3206,0.0662,0.2069,0.1058,0.0657
1559,reactivation,free_shipping,prospect,mobile,tuesday,19,64,0,positive,0,1,2,2,48397,1,0.214,0.0144,0.1442,0.0716,0.036
1560,cart_abandonment,bundle,prospect,desktop,thursday,20,67,0,positive,0,0,2,2,55345,1,0.179,0.0323,0.1086,0.0694,0.0555
1561,cart_abandonment,bundle,prospect,mobile,sunday,10,48,1,urgent,1,1,4,3,46692,1,0.1989,0.0473,0.2344,0.1266,0.0981
1562,promo,limited_offer,loyal_customer,desktop,thursday,16,55,0,neutral,0,1,1,2,13170,5,0.3581,0.0914,0.3137,0.1409,0.0713
1563,onboarding,limited_offer,inactive_customer,mobile,thursday,13,25,0,urgent,1,1,2,3,95426,0,0.1989,0.0131,0.2154,0.1031,0.047
1564,newsletter,free_shipping,inactive_customer,mobile,tuesday,14,62,1,neutral,0,1,3,1,77230,6,0.213,0.0325,0.1325,0.0513,0.0073
1565,cart_abandonment,no_offer,inactive_customer,mobile,monday,20,71,0,positive,0,1,4,2,92931,2,0.1762,0.0076,0.0929,0.0628,0.0502
1566,reactivation,bundle,inactive_customer,mobile,thursday,19,46,1,positive,0,1,4,1,18806,6,0.1126,0.0186,0.0969,0.037,0.0211
1567,onboarding,free_shipping,prospect,mobile,thursday,17,57,1,neutral,0,0,5,1,13842,3,0.157,0.0774,0.1514,0.0937,0.0558
1568,newsletter,no_offer,loyal_customer,mobile,monday,15,49,1,positive,0,1,3,2,30157,1,0.3711,0.0878,0.2614,0.13,0.0406
1569,promo,free_shipping,new_customer,desktop,tuesday,11,21,1,neutral,0,1,2,3,35828,6,0.2333,0.0327,0.2429,0.087,0.0287
1570,promo,discount,inactive_customer,mobile,tuesday,17,31,0,positive,0,0,3,1,13410,2,0.1169,0.0084,0.1283,0.0727,0.0351
1571,newsletter,free_shipping,inactive_customer,mobile,sunday,10,40,0,urgent,1,1,2,3,3583,4,0.1303,0.0218,0.1348,0.0582,0.0273
1572,cart_abandonment,limited_offer,loyal_customer,desktop,sunday,19,21,1,urgent,1,0,4,2,57889,6,0.3058,0.0965,0.2715,0.157,0.103
1573,reactivation,free_shipping,new_customer,desktop,wednesday,13,69,1,positive,0,1,4,1,85860,1,0.261,0.0374,0.2203,0.0996,0.0369
1574,onboarding,no_offer,new_customer,mobile,friday,20,35,1,neutral,0,0,1,3,43448,2,0.2679,0.0606,0.2341,0.0945,0.0442
1575,onboarding,limited_offer,loyal_customer,desktop,tuesday,12,45,0,positive,0,0,2,2,77579,2,0.3822,0.0708,0.343,0.1784,0.093
1576,newsletter,bundle,prospect,desktop,thursday,13,65,1,positive,0,1,4,3,68117,2,0.2268,0.005,0.1739,0.0667,0.0353
1577,promo,free_shipping,loyal_customer,mobile,saturday,12,67,1,positive,0,0,1,1,53930,0,0.329,0.0778,0.2637,0.1673,0.0975
1578,newsletter,no_offer,prospect,desktop,monday,18,33,1,positive,0,1,4,1,33059,3,0.2485,0.0081,0.1667,0.0544,0.0124
1579,newsletter,bundle,loyal_customer,mobile,saturday,18,56,1,neutral,0,1,5,3,30543,2,0.2945,0.0655,0.2105,0.1125,0.0536
1580,onboarding,free_shipping,inactive_customer,mobile,thursday,12,53,0,urgent,1,0,2,1,64696,1,0.1212,0.0302,0.1935,0.0988,0.0598
1581,onboarding,bundle,inactive_customer,mobile,monday,17,31,0,urgent,1,0,5,2,98764,3,0.1875,0.005,0.1742,0.0814,0.0402
1582,promo,limited_offer,loyal_customer,desktop,wednesday,16,32,1,urgent,1,1,5,2,97047,5,0.3323,0.0888,0.3567,0.176,0.0846
1583,reactivation,bundle,prospect,desktop,tuesday,17,32,0,positive,0,0,1,2,90610,0,0.1788,0.0198,0.1706,0.0515,0.0331
1584,promo,bundle,prospect,mobile,monday,7,35,0,positive,0,1,4,2,40164,2,0.2329,0.0409,0.1504,0.0929,0.0481
1585,reactivation,no_offer,inactive_customer,mobile,monday,14,24,1,urgent,1,1,2,1,38575,5,0.1451,0.0532,0.1493,0.0637,0.0121
1586,reactivation,limited_offer,new_customer,desktop,friday,12,54,1,positive,0,0,3,1,47557,1,0.2558,0.0579,0.2224,0.1116,0.0491
1587,promo,limited_offer,loyal_customer,mobile,thursday,20,44,1,positive,0,1,4,3,16058,5,0.351,0.0743,0.3331,0.1603,0.0619
1588,newsletter,limited_offer,inactive_customer,mobile,monday,14,65,1,positive,0,1,5,3,76864,1,0.1726,0.04,0.1452,0.0615,0.0312
1589,promo,free_shipping,new_customer,mobile,sunday,8,36,0,positive,0,1,4,3,92471,1,0.2601,0.0508,0.2425,0.1194,0.0639
1590,onboarding,limited_offer,new_customer,mobile,thursday,7,41,1,positive,0,1,1,2,16993,3,0.2601,0.0469,0.2807,0.1243,0.0787
1591,promo,no_offer,loyal_customer,mobile,tuesday,7,27,1,positive,0,1,1,1,74622,0,0.3316,0.0811,0.3555,0.1773,0.0791
1592,onboarding,no_offer,loyal_customer,mobile,wednesday,9,70,1,urgent,1,1,5,3,30236,0,0.3399,0.0834,0.3308,0.1671,0.0721
1593,newsletter,bundle,prospect,mobile,monday,13,66,1,neutral,0,1,1,3,47323,3,0.2147,0.0298,0.1779,0.0745,0.0263
1594,onboarding,discount,prospect,mobile,tuesday,17,27,0,urgent,1,1,1,3,94601,6,0.164,0.0128,0.2134,0.0742,0.042
1595,cart_abandonment,bundle,prospect,mobile,friday,7,74,0,neutral,0,1,5,2,42573,3,0.2065,0.0521,0.1559,0.0795,0.0636
1596,promo,free_shipping,prospect,mobile,sunday,19,38,1,urgent,1,0,5,1,83119,0,0.1791,0.039,0.2194,0.1091,0.062
1597,cart_abandonment,no_offer,loyal_customer,mobile,tuesday,13,55,1,urgent,1,1,1,1,53445,6,0.3558,0.0869,0.2989,0.1526,0.0821
1598,onboarding,no_offer,prospect,desktop,tuesday,16,22,0,urgent,1,0,5,1,66876,6,0.2086,0.0404,0.1742,0.0668,0.027
1599,reactivation,discount,prospect,mobile,monday,20,46,0,neutral,0,0,5,1,30681,3,0.1656,0.012,0.0969,0.0439,0.0324
1600,newsletter,free_shipping,inactive_customer,mobile,monday,17,25,1,urgent,1,1,5,1,68696,4,0.1323,0.0339,0.1659,0.0776,0.0251
1601,newsletter,no_offer,prospect,desktop,friday,18,71,1,neutral,0,1,2,1,19898,3,0.2053,0.0386,0.127,0.0462,0.0126
1602,cart_abandonment,discount,new_customer,mobile,sunday,8,29,0,positive,0,1,2,2,61428,4,0.2615,0.0592,0.2366,0.1264,0.0912
1603,onboarding,no_offer,loyal_customer,mobile,friday,9,27,1,neutral,0,1,5,1,49429,2,0.3397,0.0937,0.2996,0.1526,0.0686
1604,onboarding,discount,new_customer,mobile,saturday,16,36,0,urgent,1,1,2,2,6922,0,0.2251,0.0412,0.2341,0.1153,0.055
1605,onboarding,no_offer,inactive_customer,desktop,sunday,16,74,1,neutral,0,0,2,1,14052,6,0.2394,0.0318,0.082,0.0258,0.0025
1606,onboarding,discount,new_customer,mobile,saturday,13,69,1,neutral,0,0,3,2,54000,5,0.1949,0.0301,0.2146,0.1082,0.0387
1607,cart_abandonment,no_offer,prospect,mobile,monday,18,40,0,urgent,1,0,4,3,38702,1,0.2346,0.0246,0.2271,0.1186,0.0714
1608,newsletter,no_offer,loyal_customer,mobile,wednesday,7,38,0,neutral,0,1,1,1,47678,0,0.3621,0.0658,0.2786,0.1307,0.0587
1609,newsletter,discount,new_customer,mobile,monday,9,62,1,urgent,1,1,3,2,64475,4,0.2414,0.0251,0.2007,0.075,0.0429
1610,onboarding,limited_offer,new_customer,mobile,monday,20,46,1,urgent,1,1,3,3,88691,6,0.2315,0.0126,0.2054,0.0851,0.0628
1611,cart_abandonment,limited_offer,prospect,mobile,tuesday,8,57,0,urgent,1,1,2,3,27328,5,0.22,0.0181,0.2258,0.1153,0.073
1612,promo,bundle,loyal_customer,mobile,monday,19,69,1,urgent,1,1,3,1,77724,2,0.3064,0.0755,0.2826,0.1815,0.0901
1613,reactivation,discount,prospect,mobile,thursday,9,26,1,neutral,0,1,3,2,69275,3,0.1724,0.0375,0.1938,0.0554,0.0318
1614,reactivation,discount,new_customer,desktop,sunday,16,28,1,neutral,0,0,5,1,86991,5,0.2341,0.0742,0.1565,0.0692,0.0259
1615,newsletter,free_shipping,loyal_customer,mobile,monday,8,32,1,positive,0,1,5,1,47642,1,0.3389,0.068,0.3045,0.1578,0.0629
1616,promo,discount,inactive_customer,desktop,saturday,12,37,1,urgent,1,1,2,2,24807,0,0.1905,0.0361,0.1786,0.1148,0.0527
1617,promo,limited_offer,new_customer,desktop,sunday,15,25,0,urgent,1,1,4,2,5206,6,0.2645,0.0573,0.1916,0.1054,0.0515
1618,newsletter,limited_offer,new_customer,mobile,monday,19,49,1,positive,0,1,2,3,31639,2,0.2252,0.0726,0.2218,0.1241,0.059
1619,cart_abandonment,bundle,loyal_customer,mobile,friday,10,32,1,positive,0,0,5,1,53097,5,0.3807,0.0743,0.3523,0.1524,0.1179
1620,onboarding,discount,loyal_customer,mobile,wednesday,15,37,1,positive,0,1,3,3,19782,3,0.3204,0.0719,0.319,0.1807,0.0987
1621,newsletter,discount,prospect,mobile,monday,18,24,1,positive,0,1,3,3,65843,4,0.1592,0.0144,0.1415,0.0718,0.0247
1622,newsletter,no_offer,loyal_customer,mobile,sunday,8,72,0,positive,0,1,3,2,60251,1,0.3307,0.0783,0.2146,0.1567,0.054
1623,reactivation,free_shipping,new_customer,mobile,tuesday,13,46,1,positive,0,1,3,3,58148,3,0.1994,0.0232,0.2051,0.0951,0.0367
1624,cart_abandonment,bundle,prospect,desktop,monday,7,29,1,urgent,1,0,2,3,24877,1,0.2283,0.0216,0.253,0.1019,0.0766
1625,reactivation,bundle,loyal_customer,mobile,monday,11,71,0,urgent,1,1,4,1,75607,0,0.3549,0.0986,0.3026,0.1729,0.0816
1626,cart_abandonment,no_offer,loyal_customer,mobile,saturday,9,48,1,urgent,1,1,4,1,86877,4,0.3345,0.109,0.2973,0.1889,0.0993
1627,cart_abandonment,no_offer,new_customer,mobile,friday,19,41,0,urgent,1,1,3,2,70401,6,0.2472,0.0459,0.1606,0.0795,0.0571
1628,onboarding,no_offer,loyal_customer,mobile,saturday,11,39,1,neutral,0,1,4,3,40884,3,0.338,0.0785,0.331,0.1491,0.0347
1629,newsletter,discount,new_customer,mobile,saturday,8,70,1,positive,0,1,4,2,71114,5,0.2676,0.0291,0.1935,0.1013,0.0148
1630,newsletter,bundle,new_customer,mobile,wednesday,15,39,1,positive,0,1,5,3,95096,3,0.2355,0.0227,0.2452,0.0808,0.0247
1631,cart_abandonment,limited_offer,loyal_customer,mobile,saturday,18,70,1,neutral,0,0,2,3,76593,4,0.3207,0.081,0.2945,0.1881,0.1016
